312	266	90	410	319	599	1
356	100	57	370	370	369	1
406	334	22	526	558	375	1
293	270	51	398	396	1434	1
223	93	19	242	467	751	1
241	217	23	324	482	559	1
285	440	50	524	439	509	1
243	449	52	511	430	604	1
261	344	49	432	414	306	1
69	478	38	483	467	962	1
555	538	86	773	417	268	1
589	139	15	605	633	861	1
356	153	91	387	309	496	1
265	326	98	420	310	244	1
189	96	48	212	314	522	1
699	389	17	800	656	569	1
439	521	19	681	616	592	1
58	452	47	456	428	528	1
312	67	52	319	362	319	1
272	205	98	341	280	302	1
